StockCode,Description,TotalQuaantity,AvgQuantity,TotalRevenue,AvgRevenue,OrderCount
84580,MOUSE TOY WITH PINK T-SHIRT,335,2.72,1260.05,10.24,120
84581,DOG TOY WITH PINK CROCHET SKIRT,166,2.34,623.26,8.78,70
84584,PINK GINGHAM CAT WITH SCARF,83,4.61,211.65,11.76,18
84592,CROCHET ROSE PURSE WITH SUEDE BACK,70,4.12,206.5,12.15,17
84593,CROCHET ROSE DES CLOTHES HANGER,5,2.5,14.75,7.38,1
84595E,LARGE TORTILLA DESIGN RED BOWL,64,7.11,109.8,12.2,9
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,4491,11.85,2063.29,5.44,361
84596E,SMALL LICORICE DES PINK BOWL,392,10.89,253.05,7.03,35
84596F,SMALL MARSHMALLOWS PINK BOWL,3301,10.86,1561.63,5.14,288
84596G,SMALL CHOCOLATES PINK BOWL,1662,10.26,775.02,4.78,158
84596J,MIXED NUTS LIGHT GREEN BOWL,469,17.37,205.28,7.6,27
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1039,12.99,441.36,5.52,79
84597B,RETRO BROWN BALL ASHTRAY ,41,8.2,51.25,10.25,5
84597C,RETRO PINK BALL ASHTRAY ,46,3.54,57.5,4.42,13
84598,BOYS ALPHABET IRON ON PATCHES,1248,249.6,262.08,52.42,5
84600,NEW BAROQUE JEWELLERY BOX ,48,2.4,367.6,18.38,20
84609,TALL ROCOCO CANDLE HOLDER,90,5.29,720.0,42.35,17
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,6,2.0,27.9,9.3,3
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,1.0,4.65,4.65,1
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,2.0,11.9,11.9,1
84616,SILVER ROCCOCO CHANDELIER,11,1.83,329.45,54.91,6
84617,NEW BAROQUE BLACK BOXES,3,1.0,38.25,12.75,3
84620,BLUE GINGHAM ROSE CUSHION COVER,2,2.0,11.9,11.9,1
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,455,14.68,470.75,15.19,31
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,439,15.68,478.15,17.08,28
84629,WHITE 3 FRAME BIRDS AND TREE ,20,2.0,150.0,15.0,10
84631,FRUIT TREE AND BIRDS WALL PLAQUE,17,1.7,135.15,13.52,9
84632,DECORATIVE HANGING SHELVING UNIT,6,1.2,359.7,71.94,5
84637,KITCHEN FLOWER POTS WALL PLAQUE,29,2.23,172.55,13.27,13
84638,SMALL KITCHEN FLOWER POTS PLAQUE,19,1.58,132.05,11.0,12
84658,WHITE STITCHED CUSHION COVER,46,2.56,322.38,17.91,16
84659A,WHITE TRAVEL ALARM CLOCK,134,6.09,314.31,14.29,22
84660A,WHITE STITCHED WALL CLOCK,837,23.25,761.9,21.16,36
84660B,BLACK STITCHED WALL CLOCK,697,23.23,686.23,22.87,29
84660C,PINK STITCHED WALL CLOCK,639,23.67,590.57,21.87,27
84661A,WHITE SQUARE TABLE CLOCK,94,8.55,132.99,12.09,11
84661B,BLACK SQUARE TABLE CLOCK,95,7.92,225.49,18.79,12
84661C,PINK SQUARE TABLE CLOCK,62,12.4,70.1,14.02,5
84663A,GRASS HOPPER WOODEN WALL CLOCK ,260,10.4,324.04,12.96,25
84665,SQUARE CHERRY BLOSSOM CABINET,105,6.18,624.75,36.75,17
84666,SQUARE CHERRY BLOSSOM CABINET,24,6.0,94.8,23.7,4
84673A,PINK FLY SWAT,63,2.42,40.95,1.58,25
84673B,BLUE FLY SWAT,135,3.21,114.21,2.72,42
84674,FLYING PIG WATERING CAN,187,4.45,429.25,10.22,40
84675,FROG KING WATERING CAN,9,4.5,26.55,13.28,2
84678,CLASSICAL ROSE SMALL VASE,138,13.8,227.1,22.71,10
84679,CLASSICAL ROSE TABLE LAMP,6,3.0,55.7,27.85,2
84683,CLASSICAL ROSE CANDLESTAND,187,26.71,147.35,21.05,7
84685,BEACH HUT KEY CABINET,21,2.33,78.75,8.75,9
84686,BEACH HUT MIRROR,49,6.12,66.39,8.3,8
84687,BEACH HUT SHELF W 3 DRAWERS,70,3.5,376.5,18.82,20
84688,BEACH HUT DESIGN BLACKBOARD,34,4.25,144.5,18.06,8
84689,S/2 BEACH HUT TREASURE CHESTS,3,1.5,9.95,4.97,2
84691,PACK 20 DOLLY PEGS,242,60.5,174.5,43.62,4
84692,BOX OF 24 COCKTAIL PARASOLS,6808,18.15,2810.67,7.5,364
84705C,PINK FLOCK PHOTO FRAME ,12,12.0,15.0,15.0,1
84706D,CHERRY BLOSSOM TABLE CLOCK ,6,2.0,25.7,8.57,3
84706F,RED PEONY TABLE CLOCK,16,1.6,47.2,4.72,10
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,66,2.64,440.74,17.63,25
84707B,PINK JEWELLED MIRROR TRINKET TRAY,29,2.23,178.56,13.74,13
84708B,PINK JEWELLED PHOTO FRAME ,53,3.79,256.75,18.34,14
84709B,PINK OVAL JEWELLED MIRROR,20,1.82,119.0,10.82,11
84711A,SILVER OVAL SHAPE TRINKET BOX,14,2.0,139.3,19.9,7
84711B,PINK OVAL SHAPE TRINKET BOX,15,1.88,149.25,18.66,8
84712B,PINK JEWELLED PHOTO FRAME,19,1.73,147.87,13.44,11
84715,SET OF 6 ICE CREAM SKITTLES,16,5.33,47.2,15.73,3
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,6.83,97.95,16.32,6
84725,FREESTYLE CANVAS ART PICTURE,41,2.28,39.65,2.2,18
84731,3 BIRDS CANVAS SCREEN,2,1.0,2.04,1.02,2
84732B,CUTE BIRD CEATURE SCREEN,22,11.0,8.58,4.29,2
84732D,CUTE RABBIT CEATURE SCREEN ,11,5.5,4.29,2.14,2
84741C,CITRUS GARLAND FELT FLOWERS ,60,4.29,117.0,8.36,14
84743C,ORANGE FELT VASE + FLOWERS,1,1.0,1.25,1.25,1
84744,S/6 SEW ON CROCHET FLOWERS,108,6.0,135.0,7.5,18
84745A,PINK HANGING GINGHAM EASTER HEN,32,6.4,13.44,2.69,5
84745B,BLUE HANGING GINGHAM EASTER HEN,32,6.4,13.44,2.69,5
84746,PINK EASTER HENS+FLOWER,3,3.0,11.25,11.25,1
84748,FOLK FELT HANGING MULTICOL GARLAND,28,2.55,105.0,9.55,8
84750A,PINK SMALL GLASS CAKE STAND,24,24.0,46.8,46.8,1
84750B,BLACK SMALL GLASS CAKE STAND,61,5.08,54.99,4.58,12
84751B,BLACK MEDIUM GLASS CAKE STAND,19,2.11,38.69,4.3,8
84754,S/15 SILVER GLASS BAUBLES IN BAG,502,13.57,586.46,15.85,36
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,15611,29.12,9597.71,17.91,529
84760S,SMALL HANGING GLASS+ZINC LANTERN,43,4.78,62.35,6.93,8
84763,ZINC FINISH 15CM PLANTER POTS,573,11.69,679.01,13.86,49
84766,SILVER ROCOCO CANDLE STICK,146,10.43,340.7,24.34,14
84773,RED ROSE AND LACE C/COVER,3,3.0,8.85,8.85,1
84789,ENCHANTED BIRD PLANT CAGE,181,4.11,599.55,13.63,43
84792,ENCHANTED BIRD COATHANGER 5 HOOK,775,4.02,3475.19,18.01,190
84795B,SUNSET CHECK HAMMOCK,167,4.18,1249.65,31.24,40
84795C,OCEAN STRIPE HAMMOCK ,2,2.0,15.9,15.9,1
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,14,1.4,178.5,17.85,10
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,69,4.06,793.35,46.67,17
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,14,4.67,35.7,11.9,3
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,7,3.5,17.85,8.93,2
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,220,24.44,155.48,17.28,9
84800L,LARGE WHITE/PINK ROSE ART FLOWER,360,16.36,639.36,29.06,22
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,127,11.55,174.31,15.85,11
84800S,SMALL WHITE/PINK ROSE ART FLOWER,113,11.3,127.57,12.76,9
84801A,PINK HYDRANGEA ART FLOWER,46,9.2,96.6,19.32,5
84801B,WHITE HYDRANGEA ART FLOWER,22,7.33,46.2,15.4,3
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2,2.0,3.38,3.38,1
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4,4.0,6.76,6.76,1
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,15,5.0,25.35,8.45,3
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70,8.75,180.58,22.57,8
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99,16.5,188.37,31.4,6
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,30,10.0,52.5,17.5,3
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38,12.67,52.5,17.5,3
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,12.45,96.89,8.81,11
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,296,15.58,394.16,20.75,19
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,38,7.6,79.8,15.96,5
84809B,PINK CHRYSANTHEMUMS ART FLOWER,18,18.0,37.8,37.8,1
84813,SET OF 4 DIAMOND NAPKIN RINGS,145,6.59,1146.97,52.14,22
84816,DANISH ROSE BEDSIDE CABINET,13,1.3,519.35,51.94,10
84817,DANISH ROSE DECORATIVE PLATE,951,16.98,710.64,12.69,55
84818,DANISH ROSE PHOTO FRAME,1424,14.24,1461.6,14.62,99
84819,DANISH ROSE ROUND SEWING BOX,811,13.08,951.79,15.35,62
84820,DANISH ROSE TRINKET TRAYS,261,8.16,484.63,15.14,31
84821,DANISH ROSE DELUXE COASTER,947,22.55,417.35,9.94,40
84823,DANISH ROSE FOLDING CHAIR,112,4.48,890.4,35.62,25
84824,DANISH ROSE UMBRELLA STAND,2,1.0,31.9,15.95,2
84826,ASSTD DESIGN 3D PAPER STICKERS,1162,33.2,389.38,11.13,30
84827,ASS DES PHONE SPONGE CRAFT STICKER,511,28.39,154.39,8.58,14
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,954,8.15,1192.41,10.19,111
84832,ZINC WILLIE WINKIE  CANDLE STICK,2607,13.58,2176.95,11.34,188
84836,ZINC METAL HEART DECORATION,5757,11.73,7108.68,14.48,476
84840,SWEETHEART CARRY-ALL BASKET,3,1.0,25.5,8.5,3
84842,HELLO SAILOR BATHROOM SET,14,1.56,52.5,5.83,9
84843,WHITE SOAP RACK WITH 2 BOTTLES,161,3.83,864.35,20.58,41
84846A,SCENTED CANDLE IN DIGITALIS TIN,53,4.82,111.3,10.12,10
84847,FLORAL BATHROOM SET,21,1.75,78.75,6.56,11
84849A,HELLO SAILOR BLUE SOAP HOLDER,155,5.0,261.95,8.45,31
84849B,FAIRY SOAP SOAP HOLDER,232,4.07,392.08,6.88,57
84849D,HOT BATHS SOAP HOLDER,479,4.65,809.51,7.86,102
84854,GIRLY PINK TOOL SET,5,5.0,24.75,24.75,1
84857B,BLUE MONTE CARLO HANDBAG,24,24.0,46.8,46.8,1
84857C,PINK MONTE CARLO HANDBAG,95,11.88,198.35,24.79,8
84858C,PINK RIVIERA HANDBAG,185,37.0,250.05,50.01,5
84859A,SILVER DISCO HANDBAG,123,3.97,248.21,8.01,30
84859B,BLUE DISCO HANDBAG,31,2.82,62.63,5.69,10
84859C,PINK DISCO HANDBAG,83,3.95,176.39,8.4,21
84865,NEW BAROQUE BLACK PHOTO ALBUM,26,2.17,115.55,9.63,11
84870B,BLUE GEISHA GIRL ,20,2.0,75.0,7.5,10
84870C,GREEN GEISHA GIRL ,20,2.0,75.0,7.5,10
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,1.0,50.85,16.95,3
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,1.0,33.9,16.95,2
84874B,BLUE TRAVEL FIRST AID KIT,34,4.86,56.1,8.01,7
84875B,GREEN SQUARE COMPACT MIRROR,125,8.33,168.75,11.25,15
84875D,BLUE SQUARE COMPACT MIRROR,51,6.38,63.75,7.97,8
84876B,GREEN HEART COMPACT MIRROR,203,8.83,253.75,11.03,20
84876D,BLUE HEART COMPACT MIRROR,125,9.62,191.25,14.71,12
84877A,PINK ROUND COMPACT MIRROR,12,12.0,15.0,15.0,1
84877B,GREEN ROUND COMPACT MIRROR,126,14.0,157.5,17.5,9
84877D,BLUE ROUND COMPACT MIRROR,88,7.33,122.5,10.21,11
84879,ASSORTED COLOUR BIRD ORNAMENT,30314,21.58,49260.74,35.06,1372
84880,WHITE WIRE EGG HOLDER,303,4.46,1896.15,27.88,65
84881,BLUE WIRE SPIRAL CANDLE HOLDER,11,2.2,69.85,13.97,5
84882,GREEN WIRE STANDING CANDLE HOLDER,34,2.27,127.5,8.5,15
84884A,ANT WHITE WIRE HEART SPIRAL,286,4.47,1076.66,16.82,64
84898F,YELLOW FLOWERS FELT HANDBAG KIT,45,2.5,94.5,5.25,18
84905,PINK BUTTERFLY CUSHION COVER ,12,6.0,59.4,29.7,2
84906,PINK B'FLY C/COVER W BOBBLES,28,2.8,98.6,9.86,10
84907,PINK YELLOW PATCH CUSHION COVER,5,1.67,38.25,12.75,3
84910A,PINK PAISLEY CUSHION COVER ,10,1.67,59.5,9.92,6
84912A,PINK ROSE WASHBAG,103,2.71,386.25,10.16,38
84912B,GREEN ROSE WASHBAG,149,3.04,558.75,11.4,46
84913A,SOFT PINK ROSE TOWEL ,37,3.7,172.05,17.21,10
84913B,MINT GREEN ROSE TOWEL,70,3.5,325.5,16.27,20
84915,HAND TOWEL PINK FLOWER AND DAISY,199,18.09,281.95,25.63,11
84916,HAND TOWEL PALE BLUE W FLOWERS,212,11.78,407.4,22.63,18
84917,WHITE HAND TOWEL WITH BUTTERFLY,170,12.14,400.5,28.61,14
84919,BLUE CUSHION COVER WITH FLOWER,29,3.22,201.55,22.39,9
84920,PINK FLOWER FABRIC PONY,73,2.7,273.75,10.14,26
84921,CREAM AND PINK FLOWERS PONY ,11,2.2,41.25,8.25,5
84922,PINK BUTTERFLY WASHBAG,8,1.6,34.0,6.8,5
84924A,WAKE UP COCKEREL CALENDAR SIGN ,72,3.0,281.13,11.71,24
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,3.33,7.9,2.63,3
84925D,LA PALMIERA WALL THERMOMETER,15,1.5,38.25,3.82,10
84925F,PSYCHEDELIC WALL THERMOMETER,80,5.33,112.48,7.5,14
84926A,WAKE UP COCKEREL TILE COASTER,597,19.26,198.09,6.39,31
84926D,LA PALMIERA TILE COASTER,705,22.03,266.64,8.33,31
84926E,FLOWERS TILE COASTER,990,26.05,329.84,8.68,37
84926F,PSYCHEDELIC TILE COASTER,423,18.39,178.0,7.74,23
84927A,WAKE UP COCKEREL TILE HOOK,46,3.29,53.85,3.85,14
84927D,LA PALMIERA TILE HOOK,45,3.75,39.78,3.32,11
84927E,FLOWERS TILE HOOK,57,4.75,71.82,5.98,11
84927F,PSYCHEDELIC TILE HOOK,295,7.02,166.35,3.96,40
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2244,36.19,545.16,8.79,62
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,84,3.65,214.2,9.31,22
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,134,4.96,341.7,12.66,25
84944,SET OF 6 KASHMIR FOLKART BAUBLES,564,7.73,1016.4,13.92,71
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10279,32.95,8269.45,26.5,306
84946,ANTIQUE SILVER TEA GLASS ETCHED,16473,23.91,19239.42,27.92,677
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8273,28.33,9339.34,31.98,278
84949,SILVER HANGING T-LIGHT HOLDER,4665,18.37,7193.25,28.32,250
84950,ASSORTED COLOUR T-LIGHT HOLDER,1537,17.47,987.77,11.22,86
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,363,10.68,315.06,9.27,33
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,334,10.44,318.44,9.95,31
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,38,6.33,146.21,24.37,6
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,145,11.15,247.46,19.04,13
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,140,14.0,225.0,22.5,9
84963A,PINK PAINTED KASHMIRI CHAIR,4,4.0,171.8,171.8,1
84963B,BLUE PAINTED KASHMIRI CHAIR,3,3.0,149.85,149.85,1
84968A,SET OF 16 VINTAGE ROSE CUTLERY,147,3.0,1787.85,36.49,48
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,1.0,25.5,12.75,2
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,94,1.96,1198.5,24.97,48
84968D,SET OF 16 VINTAGE RED CUTLERY,62,2.0,814.92,26.29,31
84968E,SET OF 16 VINTAGE BLACK CUTLERY,87,3.95,1035.06,47.05,22
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,78,2.6,951.3,31.71,30
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,295,4.04,1267.99,17.37,73
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5700,16.86,5664.78,16.76,336
84970S,HANGING HEART ZINC T-LIGHT HOLDER,8470,20.41,6830.59,16.46,412
84971S,SMALL HEART FLOWERS HOOK ,1679,14.35,1386.75,11.85,114
84974,S/2 ZINC HEART DESIGN PLANTERS,40,1.38,398.0,13.72,28
84975,HEART SHAPED MIRROR,5,2.5,8.45,4.22,2
84976,RECTANGULAR SHAPED MIRROR,502,17.31,420.68,14.51,29
84978,HANGING HEART JAR T-LIGHT HOLDER,10980,18.9,12674.72,21.82,572
84984A,GREEN PEONY CUSHION COVER,19,3.17,88.35,14.72,6
84984B,RED PEONY CUSHION COVER ,17,3.4,79.05,15.81,5
84984D,ORIENTAL RED CUSHION COVER ,13,3.25,60.45,15.11,4
84985A,SET OF 72 GREEN PAPER DOILIES,42,2.1,60.9,3.04,18
84987,SET OF 36 TEATIME PAPER DOILIES,2928,12.1,4078.68,16.85,240
84988,SET OF 72 PINK HEART PAPER DOILIES,3954,12.8,5566.68,18.02,307
84989A,75 GREEN FAIRY CAKE CASES,28,1.56,15.4,0.86,17
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,1.0,1.1,0.55,2
84991,60 TEATIME FAIRY CAKE CASES,17689,25.6,8618.37,12.47,657
84992,72 SWEETHEART FAIRY CAKE CASES,13070,24.61,6274.9,11.82,501
84993A,75 GREEN PETIT FOUR CASES,305,9.24,128.1,3.88,33
84993B,75 BLACK PETIT FOUR CASES,57,3.35,23.94,1.41,17
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2525,10.79,9618.29,41.1,234
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3747,11.39,14182.49,43.11,325
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2686,8.78,10394.34,33.97,305
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,3842,9.02,14886.6,34.95,421
85006,SET 4 NURSERY DES ROUND BOXES,55,6.11,57.25,6.36,9
85008,SET OF 3 CONEY ISLAND OVAL BOXES,12,1.71,55.95,7.99,7
85014A,BLACK/BLUE POLKADOT UMBRELLA,1133,4.41,6367.94,24.78,256
85014B,RED RETROSPOT UMBRELLA,1846,6.03,10247.47,33.49,303
85015,SET OF 12  VINTAGE POSTCARD SET,2130,18.52,1591.42,13.84,113
85016,SET OF 6 VINTAGE NOTELETS KIT,522,20.88,459.0,18.36,25
85017A,ENVELOPE 50 ROMANTIC IMAGES,6,2.0,5.1,1.7,2
85017B,ENVELOPE 50 BLOSSOM IMAGES,947,12.63,491.55,6.55,74
85017C,ENVELOPE 50 CURIOUS IMAGES,50,4.17,27.02,2.25,10
85018D,YULETIDE IMAGES S/6 PAPER BOXES,12,1.71,30.6,4.37,7
85019A,ROMANTIC IMAGES NOTEBOOK SET,409,14.61,547.25,19.54,28
85019B,BLOSSOM  IMAGES NOTEBOOK SET,498,19.92,640.5,25.62,25
85019C,CURIOUS  IMAGES NOTEBOOK SET,181,18.1,262.25,26.22,10
85020,ROUND PINK HEART MIRROR,78,4.88,163.8,10.24,16
85023B,EAU DE NILE JEWELLED PHOTOFRAME,104,8.67,232.8,19.4,12
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,16.08,289.65,24.14,12
85024C,PINK SMALL JEWELLED PHOTOFRAME,12,1.33,19.8,2.2,9
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,305,13.86,474.45,21.57,21
85025C,PINK HEART SHAPE PHOTO FRAME,308,10.27,478.0,15.93,28
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,75,8.33,63.75,7.08,9
85027L,FRENCH CHATEAU LARGE PLATTER ,70,3.89,160.5,8.92,18
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,10,2.5,19.5,4.88,4
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24,3.0,51.6,6.45,8
85030,FRENCH CHATEAU OVAL PLATTER,15,2.5,29.25,4.88,6
85031A,ROMANTIC IMAGES SCRAP BOOK SET,16,2.29,45.9,6.56,7
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,1.0,4.95,4.95,1
85031C,CURIOUS IMAGES SCRAP BOOK SET,3,3.0,14.85,14.85,1
85032A,ROMANTIC IMAGES GIFT WRAP SET,738,7.61,679.8,7.01,96
85032B,BLOSSOM IMAGES GIFT WRAP SET,751,7.99,663.6,7.06,93
85032C,CURIOUS IMAGES GIFT WRAP SET,597,6.86,566.4,6.51,84
85032D,YULETIDE IMAGES GIFT WRAP SET,630,10.68,467.5,7.92,58
85034A,3 GARDENIA MORRIS BOXED CANDLES,492,6.47,844.04,11.11,67
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,884,9.4,1362.44,14.49,90
85034C,3 ROSE MORRIS BOXED CANDLES,1072,7.55,1560.64,10.99,131
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,263,3.42,689.79,8.96,71
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,558,12.68,820.5,18.65,43
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1105,9.69,1611.45,14.14,107
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,211,3.4,676.03,10.9,52
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,360,8.0,581.58,12.92,42
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,742,8.83,1051.52,12.52,76
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1018,8.7,1994.26,17.04,110
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,445,10.6,586.55,13.97,40
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,491,9.44,669.91,12.88,51
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,222,18.5,129.94,10.83,12
85040A,S/4 PINK FLOWER CANDLES IN BOWL,807,6.11,1348.19,10.21,125
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,135,3.86,222.75,6.36,34
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,41,4.1,186.15,18.62,10
85047,WHITE BEADED GARLAND STRING 20LIGHT,3,1.5,19.05,9.52,2
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1266,5.86,9374.7,43.4,214
85049A,TRADITIONAL CHRISTMAS RIBBONS,2907,10.61,3607.8,13.17,266
85049B,LUSH GREENS RIBBONS,54,4.15,67.5,5.19,13
85049C,ROMANTIC PINKS RIBBONS ,1198,5.65,1471.35,6.94,205
85049D,BRIGHT BLUES RIBBONS ,539,5.08,673.75,6.36,102
85049E,SCANDINAVIAN REDS RIBBONS,2747,7.92,3499.7,10.09,335
85049F,BABY BOOM RIBBONS ,374,4.25,467.5,5.31,85
85049G,CHOCOLATE BOX RIBBONS ,1580,6.48,1926.33,7.89,227
85049H,URBAN BLACK RIBBONS ,448,5.82,520.47,6.76,73
85053,FRENCH ENAMEL CANDLEHOLDER,1549,6.3,3104.32,12.62,233
85054,FRENCH ENAMEL POT W LID,551,6.12,1233.31,13.7,87
85055,FRENCH ENAMEL UTENSIL HOLDER,37,3.7,122.75,12.28,10
85059,FRENCH ENAMEL WATER BASIN,290,3.62,771.21,9.64,79
85061W,WHITE JEWELLED HEART DECORATION,1986,16.41,1609.8,13.3,108
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1380,10.22,2234.67,16.55,132
85064,CREAM SWEETHEART LETTER RACK,205,8.91,866.05,37.65,23
85066,CREAM SWEETHEART MINI CHEST,1449,3.2,17434.92,38.49,443
85067,CREAM SWEETHEART WALL CABINET,7,1.4,126.65,25.33,5
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,976,10.61,512.8,5.57,90
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1256,11.42,622.64,5.66,103
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",607,8.32,313.78,4.3,72
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,362,5.48,205.98,3.12,64
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1746,26.86,376.5,5.79,65
85084,HOLLY TOP CHRISTMAS STOCKING,17,2.83,14.45,2.41,6
85086A,CANDY SPOT HEART DECORATION,45,5.62,38.25,4.78,8
85087,CANDY SPOT CUSHION COVER,40,5.71,119.36,17.05,7
85088,CANDY SPOT HAND BAG,188,8.95,385.27,18.35,20
85089,CANDY SPOT BUNNY,14,2.33,41.3,6.88,5
85092,CANDY SPOT TEA COSY,27,13.5,40.05,20.02,2
85093,CANDY SPOT EGG WARMER HARE,451,21.48,227.49,10.83,20
85094,CANDY SPOT EGG WARMER RABBIT,502,16.19,122.94,3.97,30
85095,THREE CANVAS LUGGAGE TAGS,66,6.6,128.26,12.83,10
85096,HILDA CANDY SPOT RABBIT,20,1.67,75.0,6.25,11
85099B,JUMBO BAG RED RETROSPOT,42981,26.61,79660.78,49.33,1597
85099C,JUMBO  BAG BAROQUE BLACK WHITE,12793,19.41,23675.04,35.93,649
85099F,JUMBO BAG STRAWBERRY,15307,23.12,28085.2,42.42,652
85103,SILVER T-LIGHT SETTING,91,15.17,545.45,90.91,6
85104,SILVER GLASS T-LIGHT SET,196,14.0,502.48,35.89,14
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,530,53.0,918.06,91.81,9
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,243,8.38,516.45,17.81,25
85109,PINK BOUDOIR T-LIGHT HOLDER,12,12.0,10.2,10.2,1
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1407,26.06,419.55,7.77,51
85114A,BLACK ENCHANTED FOREST PLACEMAT,585,13.93,893.25,21.27,42
85114B,IVORY ENCHANTED FOREST PLACEMAT,394,7.58,626.1,12.04,51
85114C,RED ENCHANTED FOREST PLACEMAT,457,7.25,730.05,11.59,60
85116,BLACK CANDELABRA T-LIGHT HOLDER,694,18.26,702.8,18.49,37
85118,HEART T-LIGHT HOLDER,142,23.67,135.74,22.62,6
85123A,WHITE HANGING HEART T-LIGHT HOLDER,28100,13.88,76453.48,37.75,1968
85124B,BLUE JUICY FRUIT PHOTO FRAME,82,2.83,209.1,7.21,29
85124C,GREEN JUICY FRUIT PHOTO FRAME,84,2.71,214.2,6.91,31
85125,SMALL ROUND CUT GLASS CANDLESTICK,129,6.79,584.65,30.77,18
85127,SMALL SQUARE CUT GLASS CANDLESTICK,80,4.0,396.0,19.8,19
85129B,BEADED CRYSTAL HEART GREEN SMALL,101,6.31,124.11,7.76,16
85129C,BEADED CRYSTAL HEART BLUE SMALL,77,6.42,99.88,8.32,12
85129D,BEADED CRYSTAL HEART PINK SMALL,166,4.74,241.38,6.9,34
